idx,num_bus
0,208
1,199
2,167
3,137
4,88
5,45
6,38
7,35
8,34
9,30
10,30
11,29
12,27
13,26
14,26
15,24
16,23
17,20
18,19
19,11
20,11
21,10
22,9
23,8
24,7
25,6
26,4
27,4
28,4
29,4
30,3
31,3
32,3
33,2
34,2
35,2
36,2
37,2
38,1
39,1
