index,path,count,start_path,end_path,start_path_lat,start_path_lng,end_path_lat,end_path_lng
0,"127.1735683,37.5632793/127.1731111,37.5639919",330,"127.1735683,37.5632793","127.1731111,37.5639919",37.5632793,127.1735683,37.5639919,127.1731111
1,"127.1751234,37.5595232/127.1750866,37.5596339",330,"127.1751234,37.5595232","127.1750866,37.5596339",37.5595232,127.1751234,37.5596339,127.1750866
2,"127.1852374,37.5375241/127.1848742,37.5380162",330,"127.1852374,37.5375241","127.1848742,37.5380162",37.5375241,127.1852374,37.5380162,127.1848742
3,"127.1757565,37.5576402/127.1755744,37.5581327",330,"127.1757565,37.5576402","127.1755744,37.5581327",37.5576402,127.1757565,37.5581327,127.1755744
4,"127.1791017,37.5501041/127.1785744,37.551369",330,"127.1791017,37.5501041","127.1785744,37.551369",37.5501041,127.1791017,37.551369,127.1785744
5,"127.1876241,37.5351833/127.1875197,37.535266",330,"127.1876241,37.5351833","127.1875197,37.535266",37.5351833,127.1876241,37.535266,127.1875197
6,"127.1857993,37.5368658/127.1852374,37.5375241",330,"127.1857993,37.5368658","127.1852374,37.5375241",37.5368658,127.1857993,37.5375241,127.1852374
7,"127.1747749,37.5604993/127.1742426,37.5618426",330,"127.1747749,37.5604993","127.1742426,37.5618426",37.5604993,127.1747749,37.5618426,127.1742426
8,"127.1771517,37.5541666/127.1767082,37.5551406",330,"127.1771517,37.5541666","127.1767082,37.5551406",37.5541666,127.1771517,37.5551406,127.1767082
9,"127.1794701,37.54921/127.1794231,37.5493271",330,"127.1794701,37.54921","127.1794231,37.5493271",37.54921,127.1794701,37.5493271,127.1794231
10,"127.1848742,37.5380162/127.1844617,37.538683",330,"127.1848742,37.5380162","127.1844617,37.538683",37.5380162,127.1848742,37.538683,127.1844617
11,"127.1785744,37.551369/127.1780617,37.5523745",330,"127.1785744,37.551369","127.1780617,37.5523745",37.551369,127.1785744,37.5523745,127.1780617
12,"127.1794231,37.5493271/127.1793614,37.5494783",330,"127.1794231,37.5493271","127.1793614,37.5494783",37.5493271,127.1794231,37.5494783,127.1793614
13,"127.1872369,37.5354915/127.1864871,37.5361412",330,"127.1872369,37.5354915","127.1864871,37.5361412",37.5354915,127.1872369,37.5361412,127.1864871
14,"127.1832217,37.5412116/127.1828768,37.5419309",330,"127.1832217,37.5412116","127.1828768,37.5419309",37.5412116,127.1832217,37.5419309,127.1828768
15,"127.1767082,37.5551406/127.175871,37.5573475",330,"127.1767082,37.5551406","127.175871,37.5573475",37.5551406,127.1767082,37.5573475,127.175871
16,"127.174024,37.5623828/127.1738001,37.5628329",330,"127.174024,37.5623828","127.1738001,37.5628329",37.5623828,127.174024,37.5628329,127.1738001
17,"127.1804755,37.5467971/127.1801552,37.5475741",330,"127.1804755,37.5467971","127.1801552,37.5475741",37.5467971,127.1804755,37.5475741,127.1801552
18,"127.1820065,37.5437502/127.1818192,37.5441381",330,"127.1820065,37.5437502","127.1818192,37.5441381",37.5437502,127.1820065,37.5441381,127.1818192
19,"127.1741739,37.5620164/127.174024,37.5623828",330,"127.1741739,37.5620164","127.174024,37.5623828",37.5620164,127.1741739,37.5623828,127.174024
20,"127.175074,37.5596744/127.1747749,37.5604993",330,"127.175074,37.5596744","127.1747749,37.5604993",37.5596744,127.175074,37.5604993,127.1747749
21,"127.1727431,37.5644993/127.170225,37.5675514",330,"127.1727431,37.5644993","127.170225,37.5675514",37.5644993,127.1727431,37.5675514,127.170225
22,"127.1742426,37.5618426/127.1741739,37.5620164",330,"127.1742426,37.5618426","127.1741739,37.5620164",37.5618426,127.1742426,37.5620164,127.1741739
23,"127.1822909,37.5431551/127.1820065,37.5437502",330,"127.1822909,37.5431551","127.1820065,37.5437502",37.5431551,127.1822909,37.5437502,127.1820065
24,"127.1888873,37.5343592/127.1887138,37.5344507",330,"127.1888873,37.5343592","127.1887138,37.5344507",37.5343592,127.1888873,37.5344507,127.1887138
25,"127.175871,37.5573475/127.1757565,37.5576402",330,"127.175871,37.5573475","127.1757565,37.5576402",37.5573475,127.175871,37.5576402,127.1757565
26,"127.1755744,37.5581327/127.1751234,37.5595232",330,"127.1755744,37.5581327","127.1751234,37.5595232",37.5581327,127.1755744,37.5595232,127.1751234
27,"127.1797172,37.5485996/127.1794701,37.54921",330,"127.1797172,37.5485996","127.1794701,37.54921",37.5485996,127.1797172,37.54921,127.1794701
28,"127.1881793,37.5347765/127.1876241,37.5351833",330,"127.1881793,37.5347765","127.1876241,37.5351833",37.5347765,127.1881793,37.5351833,127.1876241
29,"127.1809245,37.5458249/127.1804755,37.5467971",330,"127.1809245,37.5458249","127.1804755,37.5467971",37.5458249,127.1809245,37.5467971,127.1804755
30,"127.1818192,37.5441381/127.1809245,37.5458249",330,"127.1818192,37.5441381","127.1809245,37.5458249",37.5441381,127.1818192,37.5458249,127.1809245
31,"127.1887138,37.5344507/127.1884495,37.5345996",330,"127.1887138,37.5344507","127.1884495,37.5345996",37.5344507,127.1887138,37.5345996,127.1884495
32,"127.1875197,37.535266/127.1872369,37.5354915",330,"127.1875197,37.535266","127.1872369,37.5354915",37.535266,127.1875197,37.5354915,127.1872369
33,"127.1750866,37.5596339/127.175074,37.5596744",330,"127.1750866,37.5596339","127.175074,37.5596744",37.5596339,127.1750866,37.5596744,127.175074
34,"127.1884495,37.5345996/127.1881793,37.5347765",330,"127.1884495,37.5345996","127.1881793,37.5347765",37.5345996,127.1884495,37.5347765,127.1881793
35,"127.1698641,37.5679885/127.1688338,37.5692412",330,"127.1698641,37.5679885","127.1688338,37.5692412",37.5679885,127.1698641,37.5692412,127.1688338
36,"127.170225,37.5675514/127.1698641,37.5679885",330,"127.170225,37.5675514","127.1698641,37.5679885",37.5675514,127.170225,37.5679885,127.1698641
37,"127.1801552,37.5475741/127.1798293,37.5483241",330,"127.1801552,37.5475741","127.1798293,37.5483241",37.5475741,127.1801552,37.5483241,127.1798293
38,"127.1738001,37.5628329/127.1735683,37.5632793",330,"127.1738001,37.5628329","127.1735683,37.5632793",37.5628329,127.1738001,37.5632793,127.1735683
39,"127.1844617,37.538683/127.1833165,37.5410145",330,"127.1844617,37.538683","127.1833165,37.5410145",37.538683,127.1844617,37.5410145,127.1833165
40,"127.1833165,37.5410145/127.1832217,37.5412116",330,"127.1833165,37.5410145","127.1832217,37.5412116",37.5410145,127.1833165,37.5412116,127.1832217
41,"127.1793614,37.5494783/127.1791017,37.5501041",330,"127.1793614,37.5494783","127.1791017,37.5501041",37.5494783,127.1793614,37.5501041,127.1791017
42,"127.1780617,37.5523745/127.1774873,37.5535221",330,"127.1780617,37.5523745","127.1774873,37.5535221",37.5523745,127.1780617,37.5535221,127.1774873
43,"127.1798293,37.5483241/127.1797172,37.5485996",330,"127.1798293,37.5483241","127.1797172,37.5485996",37.5483241,127.1798293,37.5485996,127.1797172
44,"127.1731111,37.5639919/127.1727431,37.5644993",330,"127.1731111,37.5639919","127.1727431,37.5644993",37.5639919,127.1731111,37.5644993,127.1727431
45,"127.1828768,37.5419309/127.1822909,37.5431551",330,"127.1828768,37.5419309","127.1822909,37.5431551",37.5419309,127.1828768,37.5431551,127.1822909
46,"127.1864871,37.5361412/127.1857993,37.5368658",330,"127.1864871,37.5361412","127.1857993,37.5368658",37.5361412,127.1864871,37.5368658,127.1857993
47,"127.1774873,37.5535221/127.1771517,37.5541666",330,"127.1774873,37.5535221","127.1771517,37.5541666",37.5535221,127.1774873,37.5541666,127.1771517
48,"127.1877383,37.5192161/127.1887499,37.5197749",207,"127.1877383,37.5192161","127.1887499,37.5197749",37.5192161,127.1877383,37.5197749,127.1887499
49,"127.1610372,37.5139993/127.1612373,37.5140332",207,"127.1610372,37.5139993","127.1612373,37.5140332",37.5139993,127.1610372,37.5140332,127.1612373
50,"127.1830948,37.517693/127.1845553,37.5180683",207,"127.1830948,37.517693","127.1845553,37.5180683",37.517693,127.1830948,37.5180683,127.1845553
51,"127.1845858,37.5180783/127.1863995,37.5186744",207,"127.1845858,37.5180783","127.1863995,37.5186744",37.5180783,127.1845858,37.5186744,127.1863995
52,"127.1901785,37.5207404/127.190783,37.5212593",207,"127.1901785,37.5207404","127.190783,37.5212593",37.5207404,127.1901785,37.5212593,127.190783
53,"127.1921528,37.5227808/127.1926868,37.5236628",207,"127.1921528,37.5227808","127.1926868,37.5236628",37.5227808,127.1921528,37.5236628,127.1926868
54,"127.1661379,37.5148295/127.1688433,37.5151319",207,"127.1661379,37.5148295","127.1688433,37.5151319",37.5148295,127.1661379,37.5151319,127.1688433
55,"127.1755229,37.5161996/127.180855,37.5172516",207,"127.1755229,37.5161996","127.180855,37.5172516",37.5161996,127.1755229,37.5172516,127.180855
56,"127.1917993,37.5223427/127.1920819,37.5226833",207,"127.1917993,37.5223427","127.1920819,37.5226833",37.5223427,127.1917993,37.5226833,127.1920819
57,"127.190783,37.5212593/127.1912057,37.5216534",207,"127.190783,37.5212593","127.1912057,37.5216534",37.5212593,127.190783,37.5216534,127.1912057
58,"127.1926868,37.5236628/127.1929945,37.5242306",207,"127.1926868,37.5236628","127.1929945,37.5242306",37.5236628,127.1926868,37.5242306,127.1929945
59,"127.1719307,37.5155425/127.1744352,37.5160001",207,"127.1719307,37.5155425","127.1744352,37.5160001",37.5155425,127.1719307,37.5160001,127.1744352
60,"127.1570153,37.5133252/127.1610372,37.5139993",207,"127.1570153,37.5133252","127.1610372,37.5139993",37.5133252,127.1570153,37.5139993,127.1610372
61,"127.191422,37.5219046/127.1917993,37.5223427",207,"127.191422,37.5219046","127.1917993,37.5223427",37.5219046,127.191422,37.5223427,127.1917993
62,"127.1872266,37.5189821/127.1877383,37.5192161",207,"127.1872266,37.5189821","127.1877383,37.5192161",37.5189821,127.1872266,37.5192161,127.1877383
63,"127.1744352,37.5160001/127.1755229,37.5161996",207,"127.1744352,37.5160001","127.1755229,37.5161996",37.5160001,127.1744352,37.5161996,127.1755229
64,"127.1894993,37.5202582/127.1901785,37.5207404",207,"127.1894993,37.5202582","127.1901785,37.5207404",37.5202582,127.1894993,37.5207404,127.1901785
65,"127.1688433,37.5151319/127.1700365,37.5152777",207,"127.1688433,37.5151319","127.1700365,37.5152777",37.5151319,127.1688433,37.5152777,127.1700365
66,"127.180855,37.5172516/127.1830948,37.517693",207,"127.180855,37.5172516","127.1830948,37.517693",37.5172516,127.180855,37.517693,127.1830948
67,"127.1920819,37.5226833/127.1921528,37.5227808",207,"127.1920819,37.5226833","127.1921528,37.5227808",37.5226833,127.1920819,37.5227808,127.1921528
68,"127.1943703,37.5268292/127.1948592,37.5276597",207,"127.1943703,37.5268292","127.1948592,37.5276597",37.5268292,127.1943703,37.5276597,127.1948592
69,"127.1929945,37.5242306/127.1934617,37.5251241",207,"127.1929945,37.5242306","127.1934617,37.5251241",37.5242306,127.1929945,37.5251241,127.1934617
70,"127.1912057,37.5216534/127.191422,37.5219046",207,"127.1912057,37.5216534","127.191422,37.5219046",37.5216534,127.1912057,37.5219046,127.191422
71,"127.1634287,37.5143901/127.1654244,37.5147167",207,"127.1634287,37.5143901","127.1654244,37.5147167",37.5143901,127.1634287,37.5147167,127.1654244
