idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.520934,127.122959,37.9418011,127.7146474,0+2老 11矫,0+2老 14矫
1,37.6176433,126.720317,37.8734346,127.1573987,0+2老 10矫,0+2老 14矫
2,37.5445053,126.8933505,37.6254655,126.7087209,0+2老 11矫,0+2老 14矫
3,37.5569332,127.1466249,38.075658,128.17835,0+2老 10矫,0+2老 14矫
4,35.8820325,128.5872781,36.5739026,128.7018796,0+2老 10矫,0+2老 14矫
5,36.1195986,128.3443001,36.1658869,127.7832753,0+2老 11矫,0+2老 14矫
6,37.5064513,127.0126922,37.503393,129.1305093,0+2老 8矫,0+2老 14矫
7,36.366638,127.3457442,36.6101822,127.2857059,0+2老 12矫,0+2老 14矫
8,37.4331877,127.1376777,37.933126,128.0621001,0+2老 9矫,0+2老 14矫
9,36.1398039,128.0864924,36.1435667,127.7454261,0+2老 12矫,0+2老 14矫
10,35.5610412,129.3504859,35.9823189,129.4356762,0+2老 11矫,0+2老 14矫
11,35.1690975,129.1363115,35.9823189,129.4356762,0+2老 10矫,0+2老 14矫
12,36.7682339,127.0217262,36.6719909,127.1793892,0+2老 12矫,0+2老 14矫
13,35.8559056,128.484579,37.0990947,128.2657773,0+2老 10矫,0+2老 14矫
14,36.7859676,127.164274,36.9768945,127.7454129,0+2老 10矫,0+2老 14矫
15,36.7363588,127.0750253,36.6719909,127.1793892,0+2老 12矫,0+2老 14矫
16,36.8373833,127.1685008,36.976223,127.78716,0+2老 10矫,0+2老 14矫
17,37.5575753,127.0466899,37.7882518,127.1319663,0+2老 10矫,0+2老 14矫
18,36.7363588,127.0750253,36.654991,127.1967813,0+2老 12矫,0+2老 14矫
19,35.8820325,128.5872781,35.9751813,128.9293674,0+2老 12矫,0+2老 14矫
20,35.8526319,128.5604,35.9823189,129.4356762,0+2老 11矫,0+2老 14矫
21,35.220932,128.579706,35.9823189,129.4356762,0+2老 10矫,0+2老 14矫
22,37.3259057,126.8138991,37.309608,127.9179129,0+2老 10矫,0+2老 14矫
23,35.8462574,127.1320049,35.6516869,127.2571296,0+2老 12矫,0+2老 14矫
24,35.8320057,127.1237421,35.9336835,127.1590932,0+2老 12矫,0+2老 14矫
25,37.7164427,127.1766274,38.0145526,127.3431749,0+2老 11矫,0+2老 14矫
26,35.8320057,127.1237421,35.9104775,127.0687044,0+2老 12矫,0+2老 14矫
27,36.3541173,127.4217991,36.602849,127.4546379,0+2老 12矫,0+2老 14矫
28,37.5070595,126.8362769,37.8556738,127.703877,0+2老 10矫,0+2老 14矫
29,37.3259057,126.8138991,37.21776,126.980138,0+2老 10矫,0+2老 14矫
30,37.7164427,127.1766274,37.8032147,127.12857,0+2老 11矫,0+2老 14矫
31,36.9696921,127.8722521,37.0990947,128.2657773,0+2老 12矫,0+2老 14矫
32,37.7737242,128.8975846,38.149665,128.60385,0+2老 12矫,0+2老 14矫
33,35.5610412,129.3504859,38.1445815,128.5917143,0+2老 7矫,0+2老 14矫
34,37.7737242,128.8975846,38.1445815,128.5917143,0+2老 12矫,0+2老 14矫
35,37.5003254,126.8621595,37.9193676,128.0909688,0+2老 9矫,0+2老 14矫
36,35.8820325,128.5872781,35.9530722,128.9360357,0+2老 12矫,0+2老 14矫
37,37.512757,126.7639107,37.21776,126.980138,0+2老 11矫,0+2老 14矫
38,37.4885016,127.0988288,35.9794965,129.4363624,0+2老 8矫,0+2老 14矫
39,35.8320057,127.1237421,35.9386531,127.1630344,0+2老 12矫,0+2老 14矫
40,37.5048875,126.9573779,37.9549659,128.0711158,0+2老 10矫,0+2老 14矫
41,37.4558222,129.1736407,38.1445815,128.5917143,0+2老 11矫,0+2老 14矫
