idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,36.8373833,127.1685008,38.075658,128.17835,0+28老 10矫,0+28老 14矫
1,35.8395664,129.1851961,37.7136509,126.8899147,0+28老 9矫,0+28老 14矫
2,37.4331877,127.1376777,37.6458431,127.1019034,0+28老 12矫,0+28老 14矫
3,36.366638,127.3457442,35.9336835,127.1590932,0+28老 12矫,0+28老 14矫
4,35.1697969,126.9237794,36.0295647,129.3203041,0+28老 8矫,0+28老 14矫
5,34.9383436,127.5194453,35.1949592,126.9037601,0+28老 11矫,0+28老 14矫
6,36.0086102,129.3638275,36.5739026,128.7018796,0+28老 9矫,0+28老 14矫
7,35.9072899,128.801112,36.5739026,128.7018796,0+28老 10矫,0+28老 14矫
8,36.366638,127.3457442,36.6101822,127.2857059,0+28老 12矫,0+28老 14矫
9,37.4346262,126.7337582,37.303775,126.9784,0+28老 11矫,0+28老 14矫
10,37.5198884,127.1308625,37.280875,127.9009998,0+28老 11矫,0+28老 14矫
11,35.5610412,129.3504859,35.9794965,129.4363624,0+28老 11矫,0+28老 14矫
12,35.8526319,128.5604,36.0303156,129.374824,0+28老 11矫,0+28老 14矫
13,35.8526319,128.5604,36.0331488,129.3802359,0+28老 11矫,0+28老 14矫
14,37.4346262,126.7337582,37.3873855,128.0083544,0+28老 10矫,0+28老 14矫
15,35.8548554,128.564821,36.5739026,128.7018796,0+28老 10矫,0+28老 14矫
16,35.5610412,129.3504859,35.9794511,129.4363443,0+28老 11矫,0+28老 14矫
17,37.51534,126.9156129,36.9690858,127.0658953,0+28老 11矫,0+28老 14矫
