idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.4102033,127.1212796,37.6458431,127.1019034,0+20老 12矫,0+20老 14矫
1,35.220932,128.579706,36.0631167,129.3804764,0+20老 10矫,0+20老 14矫
2,35.220932,128.579706,35.9916735,129.5656685,0+20老 10矫,0+20老 14矫
3,35.8548554,128.564821,36.8044261,127.560579,0+20老 10矫,0+20老 14矫
4,35.901049,128.8491,36.5739026,128.7018796,0+20老 10矫,0+20老 14矫
5,34.7787411,127.6432328,34.7381262,126.4155933,0+20老 11矫,0+20老 14矫
6,35.8559056,128.484579,36.5739026,128.7018796,0+20老 10矫,0+20老 14矫
7,36.320202,127.3652283,36.6101822,127.2857059,0+20老 12矫,0+20老 14矫
8,35.220932,128.579706,34.8039181,127.9523781,0+20老 11矫,0+20老 14矫
9,37.512757,126.7639107,37.2824333,126.9921375,0+20老 11矫,0+20老 14矫
10,35.8526319,128.5604,36.053129,129.3628495,0+20老 11矫,0+20老 14矫
11,35.8526319,128.5604,35.9794965,129.4363624,0+20老 11矫,0+20老 14矫
12,35.8548554,128.564821,36.5739026,128.7018796,0+20老 10矫,0+20老 14矫
13,34.8241068,126.4072412,34.7381262,126.4155933,0+20老 12矫,0+20老 14矫
14,37.3400342,126.7335061,37.8370066,128.8587761,0+20老 9矫,0+20老 14矫
15,37.4346262,126.7337582,37.3231331,127.9658992,0+20老 10矫,0+20老 14矫
16,35.8526319,128.5604,35.9794511,129.4363443,0+20老 11矫,0+20老 14矫
