idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.5569332,127.1466249,38.075658,128.17835,0+3老 10矫,0+3老 14矫
1,35.8820325,128.5872781,35.9530722,128.9360357,0+3老 12矫,0+3老 14矫
2,37.2865317,127.036915,37.302992,127.907488,0+3老 11矫,0+3老 14矫
3,37.5064513,127.0126922,37.503393,129.1305093,0+3老 8矫,0+3老 14矫
4,35.8462574,127.1320049,35.6516869,127.2571296,0+3老 12矫,0+3老 14矫
5,36.1398039,128.0864924,36.1435667,127.7454261,0+3老 12矫,0+3老 14矫
6,37.5561082,127.15085,38.0213439,127.6499177,0+3老 11矫,0+3老 14矫
7,37.6316217,127.0783723,37.7948607,127.1072914,0+3老 12矫,0+3老 14矫
8,37.614463,127.1051519,38.0304275,127.3684754,0+3老 11矫,0+3老 14矫
9,36.7682339,127.0217262,36.6719909,127.1793892,0+3老 12矫,0+3老 14矫
10,37.4885016,127.0988288,36.0331488,129.3802359,0+3老 8矫,0+3老 14矫
11,37.4885016,127.0988288,36.0303156,129.374824,0+3老 8矫,0+3老 14矫
12,36.9696921,127.8722521,37.0990947,128.2657773,0+3老 12矫,0+3老 14矫
13,36.3541173,127.4217991,35.9751779,129.4183025,0+3老 9矫,0+3老 14矫
14,37.5070595,126.8362769,37.167866,127.5479045,0+3老 10矫,0+3老 14矫
15,37.5025948,126.7989797,38.0137211,127.3799101,0+3老 9矫,0+3老 14矫
16,37.554989,126.9695548,37.7523142,128.9318737,0+3老 10矫,0+3老 14矫
17,35.2339885,128.6647016,35.2634441,128.3554682,0+3老 12矫,0+3老 14矫
18,37.5778118,127.0484888,37.4290184,127.9671023,0+3老 11矫,0+3老 14矫
19,37.4988176,127.0957019,37.8793802,127.5417325,0+3老 9矫,0+3老 14矫
20,37.4988176,127.0957019,38.0019548,127.6271636,0+3老 9矫,0+3老 14矫
21,37.4988176,127.0957019,37.815,127.7145374,0+3老 9矫,0+3老 14矫
22,37.51534,126.9156129,36.9690858,127.0658953,0+3老 11矫,0+3老 14矫
23,37.4885016,127.0988288,35.9794965,129.4363624,0+3老 8矫,0+3老 14矫
24,35.8548554,128.564821,36.5739026,128.7018796,0+3老 10矫,0+3老 14矫
25,37.0116669,127.2640718,37.3710839,127.9128493,0+3老 10矫,0+3老 14矫
26,35.167285,126.8052879,35.2732594,126.629486,0+3老 12矫,0+3老 14矫
27,37.4988176,127.0957019,37.8303098,127.7438408,0+3老 9矫,0+3老 14矫
28,37.2977747,127.0113659,37.6458431,127.1019034,0+3老 12矫,0+3老 14矫
29,35.8254144,127.1518441,35.6010323,127.2946899,0+3老 12矫,0+3老 14矫
30,37.4104323,127.2552261,37.4721623,127.5219301,0+3老 12矫,0+3老 14矫
31,35.167285,126.8052879,35.2493425,126.6150541,0+3老 12矫,0+3老 14矫
32,35.8320057,127.1237421,35.9614577,127.1428135,0+3老 12矫,0+3老 14矫
33,37.2933272,127.2013221,37.711877,128.9009236,0+3老 9矫,0+3老 14矫
34,37.4786176,126.8646503,37.8687639,128.8310611,0+3老 9矫,0+3老 14矫
35,37.5198884,127.1308625,37.280875,127.9009998,0+3老 11矫,0+3老 14矫
36,37.2977747,127.0113659,37.4019748,127.9513597,0+3老 11矫,0+3老 14矫
37,37.5070595,126.8362769,37.7174013,126.9730701,0+3老 12矫,0+3老 14矫
38,37.5048875,126.9573779,37.9541696,128.0750253,0+3老 10矫,0+3老 14矫
39,37.5671131,126.9390292,37.847619,127.0589489,0+3老 11矫,0+3老 14矫
40,37.6316217,127.0783723,37.8075005,127.0465271,0+3老 12矫,0+3老 14矫
41,36.6401158,127.4714265,35.9653274,129.428831,0+3老 10矫,0+3老 14矫
42,37.5178266,126.9708457,37.8732062,127.179701,0+3老 11矫,0+3老 14矫
43,37.4346262,126.7337582,37.3899712,127.944085,0+3老 10矫,0+3老 14矫
44,37.5198884,127.1308625,37.9386827,127.7328308,0+3老 10矫,0+3老 14矫
45,37.2977747,127.0113659,38.0729653,128.6136388,0+3老 9矫,0+3老 14矫
