index,count,geometry
0,20,"LINESTRING (127.1264107 37.641124, 127.1263449 37.6411355)"
1,20,"LINESTRING (127.1093388 37.6438277, 127.1092472 37.6437859)"
2,20,"LINESTRING (127.1347285 37.6417386, 127.1344239 37.6416908)"
3,20,"LINESTRING (127.1565665 37.5857703, 127.1565548 37.5858613)"
4,20,"LINESTRING (127.1612373 37.5140332, 127.1634287 37.5143901)"
5,20,"LINESTRING (127.1328587 37.6411911, 127.1327139 37.6411411)"
6,20,"LINESTRING (127.131648 37.6407745, 127.1315087 37.6407398)"
7,20,"LINESTRING (127.1065134 37.6441662, 127.1064275 37.6441209)"
8,20,"LINESTRING (127.1504123 37.511723, 127.1509 37.5119741)"
9,20,"LINESTRING (127.1418224 37.6151798, 127.1416839 37.6157237)"
10,20,"LINESTRING (127.1089179 37.643674, 127.1086475 37.6435838)"
11,20,"LINESTRING (127.1550115 37.5997492, 127.1546041 37.600379)"
12,20,"LINESTRING (127.1566247 37.5962748, 127.1565363 37.5965404)"
13,20,"LINESTRING (127.1333447 37.4778819, 127.1338748 37.4784298)"
14,20,"LINESTRING (127.1054521 37.6435876, 127.1054146 37.6435983)"
15,20,"LINESTRING (127.1395629 37.4948539, 127.1404603 37.4966891)"
16,20,"LINESTRING (127.1514014 37.6035595, 127.1470907 37.607152)"
17,20,"LINESTRING (127.1316715 37.476604, 127.1318597 37.4767262)"
18,20,"LINESTRING (127.1348994 37.6424908, 127.1350239 37.6425246)"
19,20,"LINESTRING (127.1368551 37.4889272, 127.1369142 37.4890942)"
20,20,"LINESTRING (127.1567992 37.5955326, 127.1566247 37.5962748)"
21,20,"LINESTRING (127.1077746 37.6431744, 127.1077382 37.6431986)"
22,20,"LINESTRING (127.129977 37.475499, 127.1311067 37.4762353)"
23,20,"LINESTRING (127.1408621 37.6190833, 127.1408459 37.6191454)"
24,20,"LINESTRING (127.1038312 37.6446431, 127.1037531 37.6446302)"
25,20,"LINESTRING (127.111453 37.6448766, 127.1114248 37.6448612)"
26,20,"LINESTRING (127.1311067 37.4762353, 127.1316715 37.476604)"
27,20,"LINESTRING (127.1271244 37.6409739, 127.1268781 37.6410362)"
28,20,"LINESTRING (127.1281485 37.4743143, 127.1281507 37.4743152)"
29,20,"LINESTRING (127.1054101 37.6436001, 127.1053918 37.643628)"
30,20,"LINESTRING (127.1337572 37.6415012, 127.1335614 37.6414357)"
31,20,"LINESTRING (127.1343619 37.6392993, 127.1344247 37.639441)"
32,20,"LINESTRING (127.1341636 37.4788011, 127.1342255 37.4788806)"
33,20,"LINESTRING (127.1253795 37.641301, 127.1253409 37.6413081)"
34,20,"LINESTRING (127.111262 37.6447741, 127.1110257 37.6446472)"
35,20,"LINESTRING (127.1076826 37.6432084, 127.1076327 37.6432073)"
36,20,"LINESTRING (127.1570433 37.5897412, 127.1570486 37.5898259)"
37,20,"LINESTRING (127.1235456 37.4334614, 127.1234353 37.4340334)"
38,20,"LINESTRING (127.1492458 37.5109696, 127.1498911 37.5113862)"
39,20,"LINESTRING (127.1441011 37.5040039, 127.1445605 37.5047209)"
40,20,"LINESTRING (127.1120187 37.6442223, 127.111944 37.6444068)"
41,20,"LINESTRING (127.1055111 37.6435833, 127.1054521 37.6435876)"
42,20,"LINESTRING (127.1350239 37.6425246, 127.1350931 37.6425221)"
43,20,"LINESTRING (127.1260254 37.4489377, 127.1260663 37.4493597)"
44,20,"LINESTRING (127.1251094 37.6413497, 127.1249994 37.6413701)"
45,20,"LINESTRING (127.1042232 37.6446948, 127.1040249 37.6446743)"
46,20,"LINESTRING (127.1123391 37.6420998, 127.1123606 37.6423243)"
47,20,"LINESTRING (127.1258236 37.4549456, 127.1255965 37.4565006)"
48,20,"LINESTRING (127.1345992 37.6336658, 127.1343822 37.6342276)"
49,20,"LINESTRING (127.1338985 37.6374168, 127.1338515 37.63798)"
50,20,"LINESTRING (127.1077382 37.6431986, 127.1076826 37.6432084)"
51,20,"LINESTRING (127.1229992 37.4409825, 127.1249997 37.4458148)"
52,20,"LINESTRING (127.1368283 37.4888523, 127.1368551 37.4889272)"
53,20,"LINESTRING (127.1342255 37.4788806, 127.1347643 37.4797025)"
54,20,"LINESTRING (127.126304 37.6411417, 127.1262836 37.6411452)"
55,20,"LINESTRING (127.1413934 37.6169784, 127.1408621 37.6190833)"
56,20,"LINESTRING (127.125341 37.4705584, 127.1255567 37.4712901)"
57,20,"LINESTRING (127.1458498 37.6081659, 127.145249 37.6087166)"
58,20,"LINESTRING (127.1362618 37.6313581, 127.1360497 37.6316161)"
59,20,"LINESTRING (127.1274442 37.4738037, 127.1281485 37.4743143)"
60,20,"LINESTRING (127.1354582 37.6420374, 127.1353883 37.6419669)"
61,20,"LINESTRING (127.1295222 37.6406534, 127.129453 37.6406595)"
62,20,"LINESTRING (127.1073493 37.6436408, 127.1073365 37.6437165)"
63,20,"LINESTRING (127.1339473 37.6415568, 127.1338251 37.6415231)"
64,20,"LINESTRING (127.1084745 37.6435075, 127.1082292 37.6433751)"
65,20,"LINESTRING (127.1168559 37.6423624, 127.1167222 37.642353)"
66,20,"LINESTRING (127.1347615 37.6424075, 127.1348994 37.6424908)"
67,20,"LINESTRING (127.1253409 37.6413081, 127.1251094 37.6413497)"
68,20,"LINESTRING (127.1077951 37.6431448, 127.1077746 37.6431744)"
69,20,"LINESTRING (127.1360497 37.6316161, 127.1352743 37.6325745)"
70,20,"LINESTRING (127.128912 37.6407308, 127.1283142 37.6408217)"
71,20,"LINESTRING (127.1160334 37.6422885, 127.1156346 37.6422449)"
72,20,"LINESTRING (127.1057229 37.6436074, 127.1056517 37.6435639)"
73,20,"LINESTRING (127.1227132 37.4398504, 127.1228203 37.4403663)"
74,20,"LINESTRING (127.1059305 37.6437821, 127.105919 37.6436063)"
75,20,"LINESTRING (127.1338251 37.6415231, 127.1337572 37.6415012)"
76,20,"LINESTRING (127.1226962 37.4396331, 127.1227069 37.4397719)"
77,20,"LINESTRING (127.1073496 37.6437994, 127.1073994 37.6438158)"
78,20,"LINESTRING (127.105133 37.6443419, 127.1050311 37.6445272)"
79,20,"LINESTRING (127.1470907 37.607152, 127.1458498 37.6081659)"
80,20,"LINESTRING (127.141537 37.6163416, 127.1414489 37.6167578)"
81,20,"LINESTRING (127.126211 37.6411576, 127.1255474 37.6412718)"
82,20,"LINESTRING (127.1074895 37.6439333, 127.107456 37.6440495)"
83,20,"LINESTRING (127.1208153 37.6421183, 127.1193348 37.6423777)"
84,20,"LINESTRING (127.1391243 37.6267159, 127.1387948 37.6276019)"
85,20,"LINESTRING (127.1347643 37.4797025, 127.1349928 37.480172)"
86,20,"LINESTRING (127.1307126 37.6406021, 127.1305063 37.6405934)"
87,20,"LINESTRING (127.1524747 37.5125412, 127.1534241 37.5127667)"
88,20,"LINESTRING (127.1118523 37.6446075, 127.1117231 37.6448261)"
89,20,"LINESTRING (127.1435541 37.6106008, 127.1431898 37.6111982)"
90,20,"LINESTRING (127.1435428 37.5029286, 127.1441011 37.5040039)"
91,20,"LINESTRING (127.1450659 37.5055075, 127.1451995 37.5057161)"
92,20,"LINESTRING (127.1260828 37.4501187, 127.1260477 37.4519483)"
93,20,"LINESTRING (127.1253114 37.4703609, 127.1253224 37.4704349)"
94,20,"LINESTRING (127.1231082 37.4357008, 127.1228217 37.4378407)"
95,20,"LINESTRING (127.148724 37.51053, 127.1492458 37.5109696)"
96,20,"LINESTRING (127.1082292 37.6433751, 127.1081806 37.643347)"
97,20,"LINESTRING (127.1447893 37.6091308, 127.1445707 37.6093591)"
98,20,"LINESTRING (127.1121588 37.6436477, 127.1121495 37.6436981)"
99,20,"LINESTRING (127.1565422 37.5861298, 127.1565606 37.5865734)"
100,20,"LINESTRING (127.1305063 37.6405934, 127.130147 37.6405886)"
101,20,"LINESTRING (127.1365661 37.4878673, 127.1368272 37.4888478)"
102,20,"LINESTRING (127.1249994 37.6413701, 127.1233918 37.6416552)"
103,20,"LINESTRING (127.1482995 37.5100916, 127.148724 37.51053)"
104,20,"LINESTRING (127.1348226 37.6417497, 127.1347285 37.6417386)"
105,20,"LINESTRING (127.1254101 37.6412957, 127.1253795 37.641301)"
106,20,"LINESTRING (127.1056517 37.6435639, 127.1055111 37.6435833)"
107,20,"LINESTRING (127.1035845 37.6445809, 127.1032827 37.6444186)"
108,20,"LINESTRING (127.1445605 37.5047209, 127.1446133 37.504804)"
109,20,"LINESTRING (127.1183585 37.6424529, 127.1177714 37.6424339)"
110,20,"LINESTRING (127.1401874 37.6220079, 127.1398724 37.6233995)"
111,20,"LINESTRING (127.1135629 37.6419695, 127.1132584 37.6418775)"
112,20,"LINESTRING (127.1259623 37.4484354, 127.1259767 37.4484923)"
113,20,"LINESTRING (127.1131973 37.6418556, 127.112928 37.6417619)"
114,20,"LINESTRING (127.1081806 37.643347, 127.1081026 37.6433026)"
115,20,"LINESTRING (127.1257601 37.4717685, 127.126064 37.4722959)"
116,20,"LINESTRING (127.1353883 37.6419669, 127.1352752 37.6419025)"
117,20,"LINESTRING (127.1193348 37.6423777, 127.1189027 37.6424276)"
118,20,"LINESTRING (127.1513065 37.5121538, 127.1518566 37.5123483)"
119,20,"LINESTRING (127.1338748 37.4784298, 127.1341636 37.4788011)"
120,20,"LINESTRING (127.1311294 37.6406611, 127.1309142 37.6406235)"
121,20,"LINESTRING (127.1440397 37.6099884, 127.1435541 37.6106008)"
122,20,"LINESTRING (127.1268781 37.6410362, 127.1268316 37.6410469)"
123,20,"LINESTRING (127.1075066 37.6432664, 127.1073999 37.6434995)"
124,20,"LINESTRING (127.1338467 37.637121, 127.1338985 37.6374168)"
125,20,"LINESTRING (127.1354384 37.6423762, 127.1355071 37.642244)"
126,20,"LINESTRING (127.1267465 37.6410628, 127.1267068 37.6410708)"
127,20,"LINESTRING (127.1387868 37.6276244, 127.1383873 37.6284325)"
128,20,"LINESTRING (127.1342709 37.6347446, 127.1338467 37.637121)"
129,20,"LINESTRING (127.1048198 37.6446202, 127.1047471 37.6446443)"
130,20,"LINESTRING (127.1285882 37.4745933, 127.1286175 37.4746123)"
131,20,"LINESTRING (127.107456 37.6440495, 127.1073898 37.6441304)"
132,20,"LINESTRING (127.1383873 37.6284325, 127.1380742 37.6289742)"
133,20,"LINESTRING (127.1570392 37.589651, 127.1570433 37.5897412)"
134,20,"LINESTRING (127.1226826 37.4394284, 127.1226868 37.4394879)"
135,20,"LINESTRING (127.1132584 37.6418775, 127.1131973 37.6418556)"
136,20,"LINESTRING (127.1072998 37.6442247, 127.1071792 37.6443081)"
137,20,"LINESTRING (127.1264864 37.4728605, 127.1268599 37.4732646)"
138,20,"LINESTRING (127.1372742 37.6301164, 127.1366186 37.6309274)"
139,20,"LINESTRING (127.1309142 37.6406235, 127.1307126 37.6406021)"
140,20,"LINESTRING (127.1053918 37.643628, 127.1052741 37.644026)"
141,20,"LINESTRING (127.1037531 37.6446302, 127.1035845 37.6445809)"
142,20,"LINESTRING (127.130147 37.6405886, 127.1300087 37.6405918)"
143,20,"LINESTRING (127.1257432 37.4661015, 127.1256982 37.4665025)"
144,20,"LINESTRING (127.112928 37.6417619, 127.1125746 37.6417274)"
145,20,"LINESTRING (127.1327139 37.6411411, 127.1320078 37.6408946)"
146,20,"LINESTRING (127.1445707 37.6093591, 127.1440397 37.6099884)"
147,20,"LINESTRING (127.1125598 37.6417283, 127.1124918 37.6417298)"
148,20,"LINESTRING (127.1125746 37.6417274, 127.1125598 37.6417283)"
149,20,"LINESTRING (127.1563304 37.5972239, 127.1562569 37.5974346)"
150,20,"LINESTRING (127.1233918 37.6416552, 127.1210422 37.6420776)"
151,20,"LINESTRING (127.1346087 37.6419086, 127.134637 37.6421574)"
152,20,"LINESTRING (127.134637 37.6421574, 127.1346748 37.642291)"
153,20,"LINESTRING (127.1268316 37.6410469, 127.1267465 37.6410628)"
154,20,"LINESTRING (127.1260663 37.4493597, 127.1260828 37.4501187)"
155,20,"LINESTRING (127.1534241 37.5127667, 127.1558303 37.5131387)"
156,20,"LINESTRING (127.1355071 37.642244, 127.1355097 37.6421574)"
157,20,"LINESTRING (127.1064275 37.6441209, 127.1060871 37.6439746)"
158,20,"LINESTRING (127.1097165 37.6440029, 127.1095932 37.6439421)"
159,20,"LINESTRING (127.1281463 37.6408509, 127.1280215 37.6408731)"
160,20,"LINESTRING (127.1563018 37.5132113, 127.1570153 37.5133252)"
161,20,"LINESTRING (127.1235522 37.4330378, 127.1235456 37.4334614)"
162,20,"LINESTRING (127.134574 37.6415912, 127.1346087 37.6419086)"
163,20,"LINESTRING (127.1431898 37.6111982, 127.1426151 37.6124412)"
164,20,"LINESTRING (127.1079467 37.6432138, 127.1077951 37.6431448)"
165,20,"LINESTRING (127.1069909 37.6443345, 127.106855 37.644308)"
166,20,"LINESTRING (127.1533581 37.6018067, 127.1531795 37.6019774)"
167,20,"LINESTRING (127.1059494 37.6438579, 127.1059305 37.6437821)"
168,20,"LINESTRING (127.1235552 37.4324411, 127.1235546 37.4325646)"
169,20,"LINESTRING (127.1255799 37.4673287, 127.1255437 37.4675494)"
170,20,"LINESTRING (127.110664 37.6444558, 127.1101959 37.6442325)"
171,20,"LINESTRING (127.11165 37.644934, 127.1116203 37.6449772)"
172,20,"LINESTRING (127.1254123 37.4598847, 127.1254146 37.4601118)"
173,20,"LINESTRING (127.1341369 37.6389579, 127.1342866 37.6391747)"
174,20,"LINESTRING (127.1095932 37.6439421, 127.1093388 37.6438277)"
175,20,"LINESTRING (127.1081026 37.6433026, 127.1079467 37.6432138)"
176,20,"LINESTRING (127.1044057 37.6446891, 127.1042232 37.6446948)"
177,20,"LINESTRING (127.1254582 37.4468294, 127.1257404 37.4475874)"
178,20,"LINESTRING (127.1358456 37.4838981, 127.1358654 37.4840181)"
179,20,"LINESTRING (127.1123606 37.6423243, 127.112356 37.6425676)"
180,20,"LINESTRING (127.1565606 37.5865734, 127.156631 37.5870152)"
181,20,"LINESTRING (127.1259384 37.4539184, 127.1258236 37.4549456)"
182,20,"LINESTRING (127.1267068 37.6410708, 127.1264107 37.641124)"
183,20,"LINESTRING (127.1050311 37.6445272, 127.104972 37.6445685)"
184,20,"LINESTRING (127.1558303 37.5131387, 127.1563018 37.5132113)"
185,20,"LINESTRING (127.1352052 37.4806945, 127.1354337 37.481602)"
186,20,"LINESTRING (127.1424498 37.6128995, 127.1419365 37.6147916)"
187,20,"LINESTRING (127.129453 37.6406595, 127.1291207 37.6407026)"
188,20,"LINESTRING (127.1231352 37.4355035, 127.1231235 37.4355837)"
189,20,"LINESTRING (127.1565548 37.5858613, 127.1565422 37.5861298)"
190,20,"LINESTRING (127.1235546 37.4325646, 127.1235522 37.4330378)"
191,20,"LINESTRING (127.1541244 37.6009914, 127.1536542 37.6014921)"
192,20,"LINESTRING (127.1420826 37.4999993, 127.1435428 37.5029286)"
193,20,"LINESTRING (127.1235501 37.4321157, 127.1235552 37.4324411)"
194,20,"LINESTRING (127.1546041 37.600379, 127.154425 37.6006579)"
195,20,"LINESTRING (127.1286175 37.4746123, 127.1289737 37.4748451)"
196,20,"LINESTRING (127.1123325 37.6429488, 127.112302 37.6433579)"
197,20,"LINESTRING (127.1349928 37.480172, 127.1352052 37.4806945)"
198,20,"LINESTRING (127.1114926 37.6448984, 127.111453 37.6448766)"
