index,path,count,start_path,end_path,start_path_lat,start_path_lng,end_path_lat,end_path_lng
0,"127.2591254,35.6992651/127.2604135,35.6969252",88,"127.2591254,35.6992651","127.2604135,35.6969252",35.6992651,127.2591254,35.6969252,127.2604135
1,"127.2609856,35.6959598/127.2613544,35.6953384",88,"127.2609856,35.6959598","127.2613544,35.6953384",35.6959598,127.2609856,35.6953384,127.2613544
2,"127.2462464,35.7106046/127.2477502,35.7094501",88,"127.2462464,35.7106046","127.2477502,35.7094501",35.7106046,127.2462464,35.7094501,127.2477502
3,"127.1912158,35.8160979/127.1912233,35.815016",88,"127.1912158,35.8160979","127.1912233,35.815016",35.8160979,127.1912158,35.815016,127.1912233
4,"127.2890117,35.6157911/127.2888518,35.615697",88,"127.2890117,35.6157911","127.2888518,35.615697",35.6157911,127.2890117,35.615697,127.2888518
5,"127.222451,35.7476804/127.2229798,35.7470207",88,"127.222451,35.7476804","127.2229798,35.7470207",35.7476804,127.222451,35.7470207,127.2229798
6,"127.3120433,35.6332112/127.3131529,35.6324068",88,"127.3120433,35.6332112","127.3131529,35.6324068",35.6332112,127.3120433,35.6324068,127.3131529
7,"127.2632398,35.6928058/127.2634792,35.6925808",88,"127.2632398,35.6928058","127.2634792,35.6925808",35.6928058,127.2632398,35.6925808,127.2634792
8,"127.1866913,35.8466005/127.1870205,35.8465274",88,"127.1866913,35.8466005","127.1870205,35.8465274",35.8466005,127.1866913,35.8465274,127.1870205
9,"127.1880892,35.8462092/127.1884097,35.846091",88,"127.1880892,35.8462092","127.1884097,35.846091",35.8462092,127.1880892,35.846091,127.1884097
10,"127.1734738,35.8419247/127.1735246,35.8419446",88,"127.1734738,35.8419247","127.1735246,35.8419446",35.8419247,127.1734738,35.8419446,127.1735246
11,"127.2489821,35.7086105/127.2499989,35.7079905",88,"127.2489821,35.7086105","127.2499989,35.7079905",35.7086105,127.2489821,35.7079905,127.2499989
12,"127.2452365,35.711478/127.2462464,35.7106046",88,"127.2452365,35.711478","127.2462464,35.7106046",35.711478,127.2452365,35.7106046,127.2462464
13,"127.3022504,35.6600231/127.3026714,35.6590725",88,"127.3022504,35.6600231","127.3026714,35.6590725",35.6600231,127.3022504,35.6590725,127.3026714
14,"127.2388933,35.7232551/127.2388967,35.723237",88,"127.2388933,35.7232551","127.2388967,35.723237",35.7232551,127.2388933,35.723237,127.2388967
15,"127.3004471,35.629466/127.3000342,35.629386",88,"127.3004471,35.629466","127.3000342,35.629386",35.629466,127.3004471,35.629386,127.3000342
16,"127.2883705,35.6106352/127.2888097,35.6102952",88,"127.2883705,35.6106352","127.2888097,35.6102952",35.6106352,127.2883705,35.6102952,127.2888097
17,"127.1987611,35.7987536/127.1994565,35.7968944",88,"127.1987611,35.7987536","127.1994565,35.7968944",35.7987536,127.1987611,35.7968944,127.1994565
18,"127.1809956,35.8450437/127.1812692,35.8452987",88,"127.1809956,35.8450437","127.1812692,35.8452987",35.8450437,127.1809956,35.8452987,127.1812692
19,"127.3030485,35.6296894/127.3026245,35.6296545",88,"127.3030485,35.6296894","127.3026245,35.6296545",35.6296894,127.3030485,35.6296545,127.3026245
20,"127.2976846,35.6274282/127.2973802,35.6268335",88,"127.2976846,35.6274282","127.2973802,35.6268335",35.6274282,127.2976846,35.6268335,127.2973802
21,"127.3053597,35.6425597/127.3056079,35.6417892",88,"127.3053597,35.6425597","127.3056079,35.6417892",35.6425597,127.3053597,35.6417892,127.3056079
