idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,35.220932,128.579706,35.9794965,129.4363624,0+19老 10矫,0+19老 14矫
1,35.8526319,128.5604,35.9794965,129.4363624,0+19老 11矫,0+19老 14矫
2,35.9680345,127.0089392,35.9614577,127.1428135,0+19老 12矫,0+19老 14矫
3,35.8548554,128.564821,36.8044261,127.560579,0+19老 10矫,0+19老 14矫
4,35.8548554,128.564821,36.5739026,128.7018796,0+19老 10矫,0+19老 14矫
5,35.901049,128.8491,36.5739026,128.7018796,0+19老 10矫,0+19老 14矫
6,36.320202,127.3652283,36.5649622,127.2776043,0+19老 12矫,0+19老 14矫
7,35.8559056,128.484579,36.5739026,128.7018796,0+19老 10矫,0+19老 14矫
8,35.220932,128.579706,35.9794511,129.4363443,0+19老 10矫,0+19老 14矫
9,35.8526319,128.5604,35.9794511,129.4363443,0+19老 11矫,0+19老 14矫
