idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.5569332,127.1466249,38.075658,128.17835,0+6老 10矫,0+6老 14矫
1,36.7859676,127.164274,36.5649622,127.2776043,0+6老 12矫,0+6老 14矫
2,35.9680345,127.0089392,35.9614577,127.1428135,0+6老 12矫,0+6老 14矫
3,37.5198884,127.1308625,37.280875,127.9009998,0+6老 11矫,0+6老 14矫
4,37.0116669,127.2640718,37.36944,127.9327379,0+6老 10矫,0+6老 14矫
5,37.5064513,127.0126922,37.503393,129.1305093,0+6老 8矫,0+6老 14矫
6,36.1199787,128.3209147,36.8044261,127.560579,0+6老 10矫,0+6老 14矫
7,35.8548554,128.564821,36.5739026,128.7018796,0+6老 10矫,0+6老 14矫
8,35.8820325,128.5872781,36.5739026,128.7018796,0+6老 10矫,0+6老 14矫
9,37.4346262,126.7337582,35.9794965,129.4363624,0+6老 7矫,0+6老 14矫
10,37.4346262,126.7337582,37.3873855,128.0083544,0+6老 10矫,0+6老 14矫
11,36.3754358,127.3751156,36.7219941,127.4959787,0+6老 12矫,0+6老 14矫
12,37.4346262,126.7337582,35.9794511,129.4363443,0+6老 7矫,0+6老 14矫
13,37.5841971,127.051139,37.4290184,127.9671023,0+6老 11矫,0+6老 14矫
