index,path,count,start_path,end_path,start_path_lat,start_path_lng,end_path_lat,end_path_lng
0,"128.6660531,35.1522545/128.6660181,35.152263",86,"128.6660531,35.1522545","128.6660181,35.152263",35.1522545,128.6660531,35.152263,128.6660181
1,"128.6650912,35.1543935/128.6650098,35.1546107",86,"128.6650912,35.1543935","128.6650098,35.1546107",35.1543935,128.6650912,35.1546107,128.6650098
2,"128.7793813,35.1812003/128.7792237,35.1811614",86,"128.7793813,35.1812003","128.7792237,35.1811614",35.1812003,128.7793813,35.1811614,128.7792237
3,"128.9763214,35.1528695/128.9763059,35.1526803",86,"128.9763214,35.1528695","128.9763059,35.1526803",35.1528695,128.9763214,35.1526803,128.9763059
4,"128.8726074,35.1725815/128.8713873,35.1731652",86,"128.8726074,35.1725815","128.8713873,35.1731652",35.1725815,128.8726074,35.1731652,128.8713873
5,"128.8207709,35.183203/128.820689,35.1838432",86,"128.8207709,35.183203","128.820689,35.1838432",35.183203,128.8207709,35.1838432,128.820689
6,"128.710738,35.1852106/128.7102552,35.1850189",86,"128.710738,35.1852106","128.7102552,35.1850189",35.1852106,128.710738,35.1850189,128.7102552
7,"128.9539625,35.1557609/128.9522975,35.1560334",86,"128.9539625,35.1557609","128.9522975,35.1560334",35.1557609,128.9539625,35.1560334,128.9522975
8,"128.8200042,35.1872679/128.8198245,35.1877675",86,"128.8200042,35.1872679","128.8198245,35.1877675",35.1872679,128.8200042,35.1877675,128.8198245
9,"128.6656895,35.1528522/128.6656261,35.153025",86,"128.6656895,35.1528522","128.6656261,35.153025",35.1528522,128.6656895,35.153025,128.6656261
10,"128.9509643,35.1562585/128.9476629,35.1568029",86,"128.9509643,35.1562585","128.9476629,35.1568029",35.1562585,128.9509643,35.1568029,128.9476629
11,"128.9266299,35.1603668/128.926168,35.1604507",86,"128.9266299,35.1603668","128.926168,35.1604507",35.1603668,128.9266299,35.1604507,128.926168
12,"128.8803262,35.1687133/128.8800861,35.1688621",86,"128.8803262,35.1687133","128.8800861,35.1688621",35.1687133,128.8803262,35.1688621,128.8800861
13,"128.7029401,35.1784177/128.7029661,35.1785446",86,"128.7029401,35.1784177","128.7029661,35.1785446",35.1784177,128.7029401,35.1785446,128.7029661
14,"128.8982509,35.1652843/128.8975803,35.1653615",86,"128.8982509,35.1652843","128.8975803,35.1653615",35.1652843,128.8982509,35.1653615,128.8975803
15,"128.9732092,35.1543374/128.9731621,35.1541576",86,"128.9732092,35.1543374","128.9731621,35.1541576",35.1543374,128.9732092,35.1541576,128.9731621
16,"128.9761578,35.1521403/128.9760943,35.1520879",86,"128.9761578,35.1521403","128.9760943,35.1520879",35.1521403,128.9761578,35.1520879,128.9760943
17,"128.8169537,35.191179/128.8146578,35.1927908",86,"128.8169537,35.191179","128.8146578,35.1927908",35.191179,128.8169537,35.1927908,128.8146578
18,"128.6965381,35.1813692/128.6963908,35.1815059",86,"128.6965381,35.1813692","128.6963908,35.1815059",35.1813692,128.6965381,35.1815059,128.6963908
19,"128.8052497,35.195291/128.8048653,35.1950832",86,"128.8052497,35.195291","128.8048653,35.1950832",35.195291,128.8052497,35.1950832,128.8048653
