idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.2865317,127.036915,37.6458431,127.1019034,0+12老 12矫,0+12老 14矫
1,35.8320057,127.1237421,35.9386531,127.1630344,0+12老 12矫,0+12老 14矫
2,37.4331877,127.1376777,37.6458431,127.1019034,0+12老 12矫,0+12老 14矫
3,35.8320057,127.1237421,35.9336835,127.1590932,0+12老 12矫,0+12老 14矫
4,36.3541173,127.4217991,35.9956365,129.3470151,0+12老 9矫,0+12老 14矫
5,35.1690975,129.1363115,35.9905994,129.552321,0+12老 10矫,0+12老 14矫
6,35.167285,126.8052879,35.4337513,126.804875,0+12老 12矫,0+12老 14矫
7,35.8325351,128.7575093,36.5739026,128.7018796,0+12老 10矫,0+12老 14矫
8,35.8905477,128.6121117,36.5739026,128.7018796,0+12老 10矫,0+12老 14矫
9,36.3541173,127.4217991,36.6101822,127.2857059,0+12老 12矫,0+12老 14矫
10,36.9696921,127.8722521,36.8044261,127.560579,0+12老 12矫,0+12老 14矫
11,37.5025948,126.7989797,37.2896886,126.9416559,0+12老 11矫,0+12老 14矫
12,35.1690975,129.1363115,35.9794965,129.4363624,0+12老 10矫,0+12老 14矫
13,35.8548554,128.564821,36.5739026,128.7018796,0+12老 10矫,0+12老 14矫
14,35.1690975,129.1363115,35.9794511,129.4363443,0+12老 10矫,0+12老 14矫
