index,path,count,start_path,end_path,start_path_lat,start_path_lng,end_path_lat,end_path_lng
0,"127.1474444,37.5662814/127.1479336,37.5662874",64,"127.1474444,37.5662814","127.1479336,37.5662874",37.5662814,127.1474444,37.5662874,127.1479336
1,"127.1416219,37.5667488/127.1418179,37.5667314",64,"127.1416219,37.5667488","127.1418179,37.5667314",37.5667488,127.1416219,37.5667314,127.1418179
2,"127.1499582,37.5665341/127.150242,37.5666088",64,"127.1499582,37.5665341","127.150242,37.5666088",37.5665341,127.1499582,37.5666088,127.150242
3,"127.1430697,37.5666207/127.1443373,37.5665091",64,"127.1430697,37.5666207","127.1443373,37.5665091",37.5666207,127.1430697,37.5665091,127.1443373
4,"127.1459085,37.566366/127.1467218,37.566309",64,"127.1459085,37.566366","127.1467218,37.566309",37.566366,127.1459085,37.566309,127.1467218
5,"127.1482981,37.5663011/127.1484758,37.5663079",64,"127.1482981,37.5663011","127.1484758,37.5663079",37.5663011,127.1482981,37.5663079,127.1484758
6,"127.1494943,37.5664425/127.1496572,37.5664746",64,"127.1494943,37.5664425","127.1496572,37.5664746",37.5664425,127.1494943,37.5664746,127.1496572
7,"127.1496572,37.5664746/127.1498213,37.5665066",64,"127.1496572,37.5664746","127.1498213,37.5665066",37.5664746,127.1496572,37.5665066,127.1498213
8,"127.1576373,37.5698402/127.1576385,37.5698402",64,"127.1576373,37.5698402","127.1576385,37.5698402",37.5698402,127.1576373,37.5698402,127.1576385
9,"127.1561434,37.5691707/127.1562406,37.5692151",64,"127.1561434,37.5691707","127.1562406,37.5692151",37.5691707,127.1561434,37.5692151,127.1562406
10,"127.1467218,37.566309/127.1471783,37.566286",64,"127.1467218,37.566309","127.1471783,37.566286",37.566309,127.1467218,37.566286,127.1471783
11,"127.1589493,37.5704425/127.1603359,37.5710847",64,"127.1589493,37.5704425","127.1603359,37.5710847",37.5704425,127.1589493,37.5710847,127.1603359
12,"127.1603359,37.5710847/127.1621887,37.5718011",64,"127.1603359,37.5710847","127.1621887,37.5718011",37.5710847,127.1603359,37.5718011,127.1621887
13,"127.1582182,37.5701024/127.1587516,37.5703437",64,"127.1582182,37.5701024","127.1587516,37.5703437",37.5701024,127.1582182,37.5703437,127.1587516
14,"127.1521115,37.5673498/127.1533647,37.567916",64,"127.1521115,37.5673498","127.1533647,37.567916",37.5673498,127.1521115,37.567916,127.1533647
15,"127.1533647,37.567916/127.1538856,37.5681527",64,"127.1533647,37.567916","127.1538856,37.5681527",37.567916,127.1533647,37.5681527,127.1538856
16,"127.1484758,37.5663079/127.1488086,37.5663369",64,"127.1484758,37.5663079","127.1488086,37.5663369",37.5663079,127.1484758,37.5663369,127.1488086
17,"127.1588115,37.5703745/127.1589493,37.5704425",64,"127.1588115,37.5703745","127.1589493,37.5704425",37.5703745,127.1588115,37.5704425,127.1589493
18,"127.1498937,37.5665212/127.1499582,37.5665341",64,"127.1498937,37.5665212","127.1499582,37.5665341",37.5665212,127.1498937,37.5665341,127.1499582
19,"127.1479336,37.5662874/127.1482981,37.5663011",64,"127.1479336,37.5662874","127.1482981,37.5663011",37.5662874,127.1479336,37.5663011,127.1482981
20,"127.1429111,37.5666346/127.1430697,37.5666207",64,"127.1429111,37.5666346","127.1430697,37.5666207",37.5666346,127.1429111,37.5666207,127.1430697
21,"127.1404007,37.566856/127.1408029,37.5668211",64,"127.1404007,37.566856","127.1408029,37.5668211",37.566856,127.1404007,37.5668211,127.1408029
22,"127.1443373,37.5665091/127.1459085,37.566366",64,"127.1443373,37.5665091","127.1459085,37.566366",37.5665091,127.1443373,37.566366,127.1459085
23,"127.1471783,37.566286/127.1474444,37.5662814",64,"127.1471783,37.566286","127.1474444,37.5662814",37.566286,127.1471783,37.5662814,127.1474444
24,"127.1566519,37.5694011/127.1576373,37.5698402",64,"127.1566519,37.5694011","127.1576373,37.5698402",37.5694011,127.1566519,37.5698402,127.1576373
