index,path,count,start_path,end_path,start_path_lat,start_path_lng,end_path_lat,end_path_lng
0,"127.1264107,37.641124/127.1263449,37.6411355",20,"127.1264107,37.641124","127.1263449,37.6411355",37.641124,127.1264107,37.6411355,127.1263449
1,"127.1093388,37.6438277/127.1092472,37.6437859",20,"127.1093388,37.6438277","127.1092472,37.6437859",37.6438277,127.1093388,37.6437859,127.1092472
2,"127.1347285,37.6417386/127.1344239,37.6416908",20,"127.1347285,37.6417386","127.1344239,37.6416908",37.6417386,127.1347285,37.6416908,127.1344239
3,"127.1565665,37.5857703/127.1565548,37.5858613",20,"127.1565665,37.5857703","127.1565548,37.5858613",37.5857703,127.1565665,37.5858613,127.1565548
4,"127.1612373,37.5140332/127.1634287,37.5143901",20,"127.1612373,37.5140332","127.1634287,37.5143901",37.5140332,127.1612373,37.5143901,127.1634287
5,"127.1328587,37.6411911/127.1327139,37.6411411",20,"127.1328587,37.6411911","127.1327139,37.6411411",37.6411911,127.1328587,37.6411411,127.1327139
6,"127.131648,37.6407745/127.1315087,37.6407398",20,"127.131648,37.6407745","127.1315087,37.6407398",37.6407745,127.131648,37.6407398,127.1315087
7,"127.1065134,37.6441662/127.1064275,37.6441209",20,"127.1065134,37.6441662","127.1064275,37.6441209",37.6441662,127.1065134,37.6441209,127.1064275
8,"127.1504123,37.511723/127.1509,37.5119741",20,"127.1504123,37.511723","127.1509,37.5119741",37.511723,127.1504123,37.5119741,127.1509
9,"127.1418224,37.6151798/127.1416839,37.6157237",20,"127.1418224,37.6151798","127.1416839,37.6157237",37.6151798,127.1418224,37.6157237,127.1416839
10,"127.1089179,37.643674/127.1086475,37.6435838",20,"127.1089179,37.643674","127.1086475,37.6435838",37.643674,127.1089179,37.6435838,127.1086475
11,"127.1550115,37.5997492/127.1546041,37.600379",20,"127.1550115,37.5997492","127.1546041,37.600379",37.5997492,127.1550115,37.600379,127.1546041
