idx,num_bus
0,39
1,38
2,32
3,24
4,23
5,19
6,19
7,19
8,17
9,17
10,13
11,13
12,13
13,9
14,8
15,8
16,5
17,5
18,4
19,4
20,4
21,3
22,2
23,2
24,2
25,1
