idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.520934,127.122959,37.9418011,127.7146474,0+4老 11矫,0+4老 14矫
1,37.5569332,127.1466249,38.075658,128.17835,0+4老 10矫,0+4老 14矫
2,35.8548554,128.564821,36.5739026,128.7018796,0+4老 10矫,0+4老 14矫
3,37.512757,126.7639107,37.8734346,127.1573987,0+4老 10矫,0+4老 14矫
4,37.5445053,126.8933505,37.6254655,126.7087209,0+4老 11矫,0+4老 14矫
5,37.2977747,127.0113659,37.6458431,127.1019034,0+4老 12矫,0+4老 14矫
6,36.366638,127.3457442,35.9412079,127.1669217,0+4老 12矫,0+4老 14矫
7,36.7859676,127.164274,36.6206133,127.2857975,0+4老 12矫,0+4老 14矫
8,35.8820325,128.5872781,36.5739026,128.7018796,0+4老 10矫,0+4老 14矫
9,35.812211,128.7380702,36.5739026,128.7018796,0+4老 10矫,0+4老 14矫
10,37.5064513,127.0126922,37.503393,129.1305093,0+4老 8矫,0+4老 14矫
11,35.5626194,129.3479621,37.711877,128.9009236,0+4老 7矫,0+4老 14矫
12,37.2865317,127.036915,36.0518544,129.3687614,0+4老 7矫,0+4老 14矫
13,37.4055392,126.9465165,37.2315326,127.2828514,0+4老 12矫,0+4老 14矫
14,37.4309078,126.7018293,37.2465984,126.9684547,0+4老 11矫,0+4老 14矫
15,37.543255,126.716748,37.2665006,126.9876845,0+4老 11矫,0+4老 14矫
16,37.4055392,126.9465165,37.2391046,127.2839894,0+4老 12矫,0+4老 14矫
17,37.5198884,127.1308625,37.280875,127.9009998,0+4老 11矫,0+4老 14矫
18,37.5657394,127.0108476,38.1163025,127.2991427,0+4老 10矫,0+4老 14矫
19,37.5426619,127.207932,37.5133843,127.618999,0+4老 12矫,0+4老 14矫
20,37.5657394,127.0108476,38.0048647,127.3663063,0+4老 10矫,0+4老 14矫
21,36.320202,127.3652283,34.7662218,126.3923543,0+4老 9矫,0+4老 14矫
22,35.8462574,127.1320049,35.6010323,127.2946899,0+4老 12矫,0+4老 14矫
23,37.543255,126.716748,37.2951745,127.0194167,0+4老 11矫,0+4老 14矫
24,36.3541173,127.4217991,35.9823189,129.4356762,0+4老 9矫,0+4老 14矫
25,35.8526319,128.5604,35.9751779,129.4183025,0+4老 11矫,0+4老 14矫
