index,count,geometry
0,15,"LINESTRING (129.4426988 35.9913996, 129.4424299 35.9914274)"
1,15,"LINESTRING (129.4503114 35.9620208, 129.4505714 35.9623601)"
2,15,"LINESTRING (129.4450034 35.9581281, 129.445985 35.9587774)"
3,15,"LINESTRING (129.4356951 35.9906727, 129.4355115 35.9905576)"
4,15,"LINESTRING (129.4274536 35.9483467, 129.4279958 35.9484417)"
5,15,"LINESTRING (129.4609019 35.9851196, 129.4612304 35.9855289)"
6,15,"LINESTRING (129.4576494 35.9759412, 129.4579624 35.9766248)"
7,15,"LINESTRING (129.4253773 35.9477608, 129.4261833 35.9480372)"
8,15,"LINESTRING (129.4515756 35.9642827, 129.4520344 35.9658942)"
9,15,"LINESTRING (129.4188505 35.9454044, 129.4190753 35.9454855)"
10,15,"LINESTRING (129.4347197 35.9889766, 129.4348415 35.9888737)"
11,15,"LINESTRING (129.4362193 35.9843452, 129.4362339 35.9843089)"
12,15,"LINESTRING (129.453363 35.969637, 129.4533793 35.9696656)"
13,15,"LINESTRING (129.4585368 35.9781911, 129.4586874 35.9787664)"
14,15,"LINESTRING (129.4544516 35.971149, 129.4547562 35.9715407)"
15,15,"LINESTRING (129.4345046 35.9500821, 129.4346514 35.9501942)"
16,15,"LINESTRING (129.4351123 35.9872909, 129.4355245 35.986866)"
17,15,"LINESTRING (129.4349372 35.9876164, 129.4349742 35.98745)"
18,15,"LINESTRING (129.4639169 35.9890249, 129.4640703 35.9891756)"
19,15,"LINESTRING (129.4359124 35.9512583, 129.4360836 35.9514106)"
20,15,"LINESTRING (129.4497366 35.961419, 129.4500854 35.9617595)"
21,15,"LINESTRING (129.4421347 35.9562581, 129.4437933 35.9573418)"
22,15,"LINESTRING (129.4547562 35.9715407, 129.4555743 35.9725622)"
23,15,"LINESTRING (129.43347 35.949484, 129.4338844 35.9496982)"
24,15,"LINESTRING (129.3957123 35.9451303, 129.396302 35.9450363)"
25,15,"LINESTRING (129.4626256 35.988479, 129.4606897 35.9886008)"
26,15,"LINESTRING (129.4370099 35.9840629, 129.4370301 35.9840301)"
27,15,"LINESTRING (129.4359914 35.98464, 129.4359984 35.984474)"
28,15,"LINESTRING (129.4537547 35.970231, 129.4544516 35.971149)"
29,15,"LINESTRING (129.4248262 35.9475713, 129.4253773 35.9477608)"
