index,path,count,start_path,end_path,start_path_lat,start_path_lng,end_path_lat,end_path_lng
0,"129.4305439,35.948691/129.4312534,35.9487823",20,"129.4305439,35.948691","129.4312534,35.9487823",35.948691,129.4305439,35.9487823,129.4312534
1,"129.453363,35.969637/129.4533793,35.9696656",20,"129.453363,35.969637","129.4533793,35.9696656",35.969637,129.453363,35.9696656,129.4533793
2,"129.4345046,35.9500821/129.4346514,35.9501942",20,"129.4345046,35.9500821","129.4346514,35.9501942",35.9500821,129.4345046,35.9501942,129.4346514
3,"129.4349617,35.9878495/129.4349372,35.9876164",20,"129.4349617,35.9878495","129.4349372,35.9876164",35.9878495,129.4349617,35.9876164,129.4349372
4,"129.4120981,35.9429196/129.4136065,35.943459",20,"129.4120981,35.9429196","129.4136065,35.943459",35.9429196,129.4120981,35.943459,129.4136065
5,"129.4402323,35.9916423/129.4398422,35.9916594",20,"129.4402323,35.9916423","129.4398422,35.9916594",35.9916423,129.4402323,35.9916594,129.4398422
6,"129.4606897,35.9886008/129.4594775,35.9886954",20,"129.4606897,35.9886008","129.4594775,35.9886954",35.9886008,129.4606897,35.9886954,129.4594775
7,"129.4555743,35.9725622/129.4558589,35.9729488",20,"129.4555743,35.9725622","129.4558589,35.9729488",35.9725622,129.4555743,35.9729488,129.4558589
8,"129.4212542,35.9462872/129.4248262,35.9475713",20,"129.4212542,35.9462872","129.4248262,35.9475713",35.9462872,129.4212542,35.9475713,129.4248262
9,"129.4017612,35.9439484/129.4026269,35.9437147",20,"129.4017612,35.9439484","129.4026269,35.9437147",35.9439484,129.4017612,35.9437147,129.4026269
10,"129.434674,35.9902826/129.4341519,35.9901144",20,"129.434674,35.9902826","129.4341519,35.9901144",35.9902826,129.434674,35.9901144,129.4341519
11,"129.4426988,35.9913996/129.4424299,35.9914274",20,"129.4426988,35.9913996","129.4424299,35.9914274",35.9913996,129.4426988,35.9914274,129.4424299
12,"129.4341519,35.9901144/129.4338064,35.9900027",20,"129.4341519,35.9901144","129.4338064,35.9900027",35.9901144,129.4341519,35.9900027,129.4338064
13,"129.4469025,35.9593854/129.4481296,35.9601858",20,"129.4469025,35.9593854","129.4481296,35.9601858",35.9593854,129.4469025,35.9601858,129.4481296
14,"129.4496949,35.9906902/129.4441349,35.9912537",20,"129.4496949,35.9906902","129.4441349,35.9912537",35.9906902,129.4496949,35.9912537,129.4441349
15,"129.4361121,35.9802327/129.4360871,35.9801159",20,"129.4361121,35.9802327","129.4360871,35.9801159",35.9802327,129.4361121,35.9801159,129.4360871
16,"129.4098481,35.9424281/129.4102407,35.9424805",20,"129.4098481,35.9424281","129.4102407,35.9424805",35.9424281,129.4098481,35.9424805,129.4102407
17,"129.4594179,35.9814886/129.4598182,35.9828747",20,"129.4594179,35.9814886","129.4598182,35.9828747",35.9814886,129.4594179,35.9828747,129.4598182
18,"129.4505714,35.9623601/129.450862,35.962816",20,"129.4505714,35.9623601","129.450862,35.962816",35.9623601,129.4505714,35.962816,129.450862
19,"129.4600949,35.9836572/129.4602639,35.9840339",20,"129.4600949,35.9836572","129.4602639,35.9840339",35.9836572,129.4600949,35.9840339,129.4602639
20,"129.4362429,35.984132/129.4365125,35.9841331",20,"129.4362429,35.984132","129.4365125,35.9841331",35.984132,129.4362429,35.9841331,129.4365125
21,"129.45245,35.9902803/129.4521365,35.9903413",20,"129.45245,35.9902803","129.4521365,35.9903413",35.9902803,129.45245,35.9903413,129.4521365
22,"129.4450034,35.9581281/129.445985,35.9587774",20,"129.4450034,35.9581281","129.445985,35.9587774",35.9581281,129.4450034,35.9587774,129.445985
23,"129.4279958,35.9484417/129.428665,35.9485166",20,"129.4279958,35.9484417","129.428665,35.9485166",35.9484417,129.4279958,35.9485166,129.428665
24,"129.4503114,35.9620208/129.4505714,35.9623601",20,"129.4503114,35.9620208","129.4505714,35.9623601",35.9620208,129.4503114,35.9623601,129.4505714
25,"129.4373371,35.9832499/129.4373366,35.9831832",20,"129.4373371,35.9832499","129.4373366,35.9831832",35.9832499,129.4373371,35.9831832,129.4373366
