dataset,epochs,num-folds,SEED,criterion,test_losses
freesolv,300,5,200,MSELoss(),"[1.7691187070110652, 0.7113661277951218, 0.9716166699026513, 1.070241132120448, 0.8116494171492016]"
freesolv,300,5,200,MSELoss(),"[2.296899570254829, 1.1720523984413447, 0.7924970341479685, 1.4506447258896715, 1.0270895703148295]"
