idx,num_bus
0,54
1,31
2,29
3,17
4,16
5,12
6,12
7,12
8,11
9,10
10,10
11,9
12,7
13,6
14,6
15,6
16,6
17,6
18,5
19,5
20,3
21,3
22,2
23,2
24,2
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
