idx,num_bus
0,65
1,64
2,41
3,41
4,37
5,36
6,31
7,30
8,27
9,24
10,24
11,23
12,23
13,22
14,21
15,21
16,19
17,18
18,18
19,18
20,17
21,17
22,15
23,15
24,14
25,14
26,13
27,13
28,12
29,12
30,11
31,11
32,10
33,10
34,10
35,9
36,9
37,9
38,9
39,9
40,9
41,7
42,6
43,6
44,6
45,5
46,4
47,3
48,2
49,2
50,2
51,1
52,1
53,1
