idx,num_bus
0,59
1,44
2,34
3,29
4,28
5,24
6,17
7,15
8,14
9,14
10,13
11,13
12,13
13,12
14,11
15,10
16,9
17,9
18,8
19,8
20,8
21,3
22,2
23,2
24,1
