idx,num_bus
0,50
1,44
2,38
3,37
4,34
5,33
6,29
7,27
8,26
9,26
10,24
11,23
12,23
13,23
14,20
15,18
16,10
17,7
18,5
19,5
20,4
21,3
22,1
