idx,num_bus
0,111
1,23
2,17
3,15
4,15
5,12
6,11
7,11
8,11
9,11
10,10
11,10
12,10
13,10
14,10
15,8
16,7
17,7
18,5
19,4
20,4
21,4
22,3
23,2
24,2
25,1
