idx,num_bus
0,147
1,115
2,109
3,39
4,37
5,37
6,34
7,34
8,31
9,31
10,25
11,25
12,19
13,8
14,5
15,5
16,5
17,5
18,5
19,5
20,5
21,4
22,3
23,3
24,2
25,1
