idx,num_bus
0,42
1,30
2,29
3,24
4,21
5,16
6,14
7,12
8,12
9,10
10,8
11,6
12,6
13,5
14,5
15,5
16,5
17,5
18,4
19,3
20,3
21,3
22,3
23,2
24,1
25,1
26,1
27,1
