idx,num_bus
0,24
1,18
2,16
3,16
4,16
5,14
6,13
7,13
8,11
9,10
10,10
11,9
12,9
13,7
14,7
15,6
16,4
17,3
18,2
19,2
20,1
21,1
22,1
23,1
24,1
25,1
