idx,num_bus
0,190
1,133
2,70
3,41
4,32
5,26
6,24
7,23
8,18
9,17
10,15
11,13
12,12
13,12
14,11
15,10
16,10
17,8
18,7
19,5
20,5
21,5
22,5
23,5
24,5
25,4
26,4
27,3
28,3
29,3
30,2
